CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;DENSIDAD_HOGAR
TQRMNOVUXHKOKNCDEGKDB00856554;2024;1;1;1;43;N;14;176;1;;1;2;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;200000;2;2;2;;2;2;66666,67;1;1;1;;1;2;173;1;0;98;0;0;0;Nuclear;ALTO
TQRMNOSPSHKMKOCDEGLDF00856555;2024;1;1;1;41;N;15;249;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;Nuclear;BAJO
TQRMNORRQHJLRNCDEIJAH00795846;2024;1;1;1;1;S;33;1797;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;5;1;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Extendido;MEDIO
TQRMNORPTHKLLLCDEIKAH00856556;2024;1;1;1;43;S;34;678;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;97;0;97;0;0;0;Nuclear;BAJO
TQRMNOSUQHKLLNCDEOHCH00856557;2024;1;1;1;44;N;91;116;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;380000;4;4;3;;4;4;380000;8;9;7;;9;8;116;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOQTVHKMLNCDEGIBJ00856665;2024;1;1;1;41;N;12;307;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;6;3;3;600000;6;7;8;;7;7;100000;2;3;3;;3;2;337;2;0;98;0;0;0;Extendido;MEDIO
TQRMNORQPHMOLPCDEGIBJ00799608;2024;1;1;1;41;N;12;246;1;;6;1;;4;1;1;1;;1;1;1;1;2;1;2;6;3;2;0;1;1;1;2;0;1;1;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;360000;4;4;5;;4;4;120000;3;3;4;;3;3;223;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOSTVHKKKMCDEFOCD00856666;2024;1;1;1;41;N;8;509;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;800000;8;8;9;;8;10;800000;10;10;10;;10;10;604;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNORWTHLOKNCDEFOCD00856667;2024;1;1;1;41;N;8;349;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;280000;3;3;4;;3;5;140000;4;4;5;;4;7;463;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNOTPRHMOKOCDEHJGH00800717;2024;1;1;1;40;S;23;494;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;1;1;2;2;2;5;2;3;745000;8;8;9;7;;8;149000;4;4;5;4;;5;593;2;0;98;0;0;0;Extendido;MEDIO
TQRMNOQRRHKMKMCDEHJGH00856668;2024;1;1;1;40;S;23;466;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;1;1;2;2;2;2;0;2;127000;1;1;1;1;;1;63500;1;1;2;1;;2;451;1;2;98;0;0;0;Nuclear;BAJO
TQRMNORTTHKMKOCDEHJGH00856669;2024;1;1;1;40;S;23;505;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;1;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;97;0;97;0;0;0;Nuclear;MEDIO
TQRMNOPXYHJLKNCDEHJGH00795101;2024;1;1;1;40;S;23;320;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;788000;8;8;9;8;;8;262666,67;7;7;9;7;;8;367;2;0;1;0;0;0;Nuclear;BAJO
TQRMNOQPUHKKKPCDEHJGH00856670;2024;1;1;1;40;S;23;340;1;;4;1;;3;1;1;1;;1;1;1;1;1;1;2;4;1;1;1;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;700000;7;8;8;7;;7;350000;8;8;9;8;;9;366;1;0;2;0;0;0;Nuclear;BAJO
TQRMNOSSRHMLKPCDEHJGH00805982;2024;1;1;1;40;S;23;266;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;450000;5;5;6;5;;5;112500;3;3;4;3;;4;303;1;2;3;4;0;0;Nuclear;MEDIO
TQRMNORQUHMMKRCDEHJGH00800726;2024;1;1;1;40;S;23;250;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;410500;5;5;5;5;;4;136833,33;4;4;5;4;;5;245;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOQPPHKMKRCDEHJGH00856671;2024;1;1;1;40;S;23;330;1;;7;1;;2;1;1;1;;1;1;1;1;2;2;2;7;5;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;7;0;7;285000;3;3;3;3;;3;40714,29;1;1;1;1;;1;513;2;3;4;5;0;0;Extendido;MEDIO
TQRMNOSUXHKMKRCDEHJGH00856672;2024;1;1;1;40;S;23;447;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;1;1;2;0;2;0;6;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;120000;1;1;1;1;;1;40000;1;1;1;1;;1;520;1;2;98;0;0;0;Nuclear;BAJO
TQRMNORPVHMNLNCDEIGED00801416;2024;1;1;1;43;N;30;106;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;0;2;340000;4;4;4;;4;3;170000;5;5;4;;5;3;167;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOQTUHMLLTCDEHNHB00801114;2024;1;1;1;42;S;27;474;2;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1050000;9;9;9;9;;9;525000;9;10;10;9;;10;535;1;0;2;0;0;0;Nuclear;BAJO
TQRMNOPTRHLMLRCDEHNHB00854330;2024;1;1;1;42;S;27;401;1;;5;1;;1;2;1;1;;1;1;1;2;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;480000;5;6;6;5;;6;96000;2;2;2;2;;3;495;4;0;98;0;0;0;Extendido;MEDIO
TQRMNOQXQHLMLRCDEHNHB00854237;2024;1;1;1;42;S;27;429;1;;3;1;;1;2;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1033000;9;9;9;9;;9;344333,33;8;8;9;8;;9;427;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNORSPHJOLTCDEHNHB00794655;2024;1;1;1;42;S;27;370;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;930000;8;9;9;8;;9;232500;6;7;7;6;;8;399;2;0;3;4;0;0;Nuclear;MEDIO
TQRMNOUQXHKNKMCDEHNHB00856673;2024;1;1;1;42;S;27;152;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;6;1;5;522000;6;6;6;6;;6;87000;2;2;2;2;;2;175;1;2;3;4;5;0;Extendido;MEDIO
TQRMNORWVHKOKNCDEHNHB00856674;2024;1;1;1;42;S;27;54;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;2;2;2;5;0;5;470000;5;5;5;5;;5;94000;2;2;2;2;;3;63;2;0;1;0;0;0;Extendido;MEDIO
TQRMNORXUHKMKMCDEHMHF00856675;2024;1;1;1;42;N;26;200;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;802000;8;8;8;;8;8;200500;6;6;6;;6;6;238;1;4;98;0;0;0;Nuclear;MEDIO
TQRMNOSRRHJMKNCDEHMHF00794757;2024;1;1;1;42;N;26;307;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1400000;10;10;10;;10;10;350000;8;8;9;;9;8;342;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNORVXHKOKPCDEGLDF00856802;2024;1;1;1;41;N;15;289;3;;1;3;;1;2;1;1;;1;2;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;257000;2;3;4;;3;3;64250;1;1;2;;1;2;332;1;0;98;0;0;0;Nuclear;ALTO
TQRMNOSRWHKNKQCDEGLDF00856803;2024;1;1;1;41;N;15;330;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;5;0;5;514000;6;6;7;;6;8;102800;3;3;4;;3;4;345;1;0;98;0;0;0;Extendido;MEDIO
TQRMNOSRVHLNLLCDEHJGH00853968;2024;1;1;1;40;S;23;201;3;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;63200;1;1;1;1;;1;31600;1;1;1;1;;1;206;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOTWWHJLKQCDEFOCD00852452;2024;1;1;1;41;N;8;365;1;;2;1;;4;1;1;1;;1;1;2;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;440000;5;5;6;;5;8;220000;6;6;8;;7;9;541;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNOTPSHKLKNCDEGIBJ00856804;2024;1;1;1;41;N;12;623;2;;3;1;;3;1;1;1;;1;1;1;1;2;1;2;3;2;2;0;2;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOSPWHJMKNCDEGIBJ00856805;2024;1;1;1;41;N;12;392;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;205000;2;2;3;;2;2;205000;6;6;8;;6;7;392;1;0;98;0;0;0;Unipersonal;MEDIO
TQRMNOSTQHMMKOCDEGIBJ00804704;2024;1;1;1;41;N;12;237;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;75000;1;1;1;;1;1;75000;2;2;2;;2;2;228;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOQVTHJMKNCDEIOAH00794400;2024;1;1;1;43;N;38;95;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;300000;3;3;3;;3;4;75000;2;2;2;;2;2;133;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPUTHKMKOCDEIOAH00856806;2024;1;1;1;43;N;38;152;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;607500;7;7;7;;7;7;303750;8;8;7;;8;8;199;2;0;98;0;0;0;Nuclear;BAJO
TQRMNOSQPHKMKPCDEIOAH00856807;2024;1;1;1;43;N;38;161;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;1;2;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600000;6;7;7;;7;7;600000;10;10;10;;10;10;179;1;0;96;0;0;0;Unipersonal;BAJO
TQRMNOPSWHJMKOCDEIOAH00802931;2024;1;1;1;43;N;38;127;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOUXRHMNKPCDEIOAH00802932;2024;1;1;1;43;N;38;153;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;230000;2;2;2;;2;2;115000;3;3;3;;3;3;173;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOSYWHLKQSCDEIJAH00856808;2024;1;1;1;1;S;33;1887;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;4;electricidad;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;4;0;4;9545000;10;;10;10;;10;2386250;10;;10;10;;10;3948;2;1;98;0;0;0;Nuclear;MEDIO
TQRMNOQSTHLMLOCDEFJAH00851708;2024;1;1;1;43;N;3;283;2;;1;1;;9;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;620000;7;7;7;;7;7;310000;8;8;7;;8;7;559;2;1;98;0;0;0;Nuclear;MEDIO
TQRMNOSPXHKMLQCDEFJAH00856809;2024;1;1;1;43;N;3;299;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;3;0;0;Nuclear;MEDIO
TQRMNOQRTHJMLQCDEFJAH00856810;2024;1;1;1;43;N;3;391;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;350000;4;4;4;;4;4;350000;8;8;8;;9;8;578;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNORQYHJNLRCDEFJAH00851732;2024;1;1;1;43;N;3;202;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;4;2;2;800000;8;8;8;;8;8;200000;6;6;5;;6;5;366;2;0;98;0;0;0;Nuclear;BAJO
TQRMNOQYPHJOLSCDEFJAH00797548;2024;1;1;1;43;N;3;612;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;1;2;0;2;0;2;;2;;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOXTXHJOLSCDEFJAH00797378;2024;1;1;1;43;N;3;421;1;;3;1;;3;1;1;1;;1;1;1;2;2;2;2;3;2;1;1;2;2;2;0;0;0;0;2;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;398000;4;4;4;;5;5;99500;2;3;2;;3;2;634;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOQWPHLOLQCDEFJAH00851709;2024;1;1;1;43;N;3;278;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOPSSHMKLPCDEFJAH00798425;2024;1;1;1;43;N;3;538;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNORXPHMMLQCDEFJAH00798436;2024;1;1;1;43;N;3;639;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;430000;5;5;5;;5;5;143333,33;4;4;4;;4;3;1122;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNORQPHMMKSCDEHJGH00800774;2024;1;1;1;40;S;23;208;1;;6;1;;3;1;1;1;;1;1;1;1;2;2;2;6;2;2;0;2;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;250000;2;2;3;2;;2;250000;7;7;8;6;;8;240;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOPWSHKLKSCDEHJGH00856439;2024;1;1;1;40;S;23;246;2;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;474000;5;6;6;5;;5;158000;4;5;6;4;;6;315;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPPWHMLKTCDEHJGH00800787;2024;1;1;1;40;S;23;229;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;2;;3;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;BAJO
TQRMNORQVHJKKSCDEHJGH00797515;2024;1;1;1;40;S;23;291;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;0;1;2056000;10;10;10;10;;10;2056000;10;10;10;10;;10;284;1;0;98;0;0;0;Unipersonal;MEDIO
TQRMNOQXWHKMKTCDEHJGH00856440;2024;1;1;1;40;S;23;211;1;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;205000;2;2;2;2;;2;205000;6;6;7;6;;7;239;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOQURHKNLMCDEHJGH00856441;2024;1;1;1;40;S;23;514;1;;6;1;;4;2;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;5;1;4;940000;8;9;9;8;;9;188000;5;5;7;5;;6;507;2;1;3;4;0;0;Extendido;BAJO
TQRMNOSTVHKMLPCDEGNFJ00856442;2024;1;1;1;44;N;17;186;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOUYXHKOLQCDEGNFJ00856443;2024;1;1;1;44;N;17;238;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;0;2;743000;8;8;6;;8;6;371500;8;9;7;;9;7;262;1;0;2;0;0;0;Nuclear;BAJO
TQRMNOVPPHKOLQCDEGNFJ00856444;2024;1;1;1;44;N;17;183;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;1;2;1;1;2;1;1;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;4;0;0;0;Nuclear;MEDIO
TQRMNOPUYHJNMMCDEIJAH00802482;2024;1;1;1;1;S;33;2929;1;;3;2;;4;2;1;1;;1;1;1;3;2;2;2;3;3;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;2;3;300000;3;;3;3;;3;60000;1;;1;1;;1;5767;1;0;3;0;0;0;Extendido;MEDIO
TQRMNOQPQHKOLRCDEHNHB00856445;2024;1;1;1;42;S;27;289;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;190000;2;2;1;2;;1;95000;2;2;2;2;;3;311;2;0;1;0;0;0;Nuclear;BAJO
TQRMNOTUTHLOLSCDEHNHB00854339;2024;1;1;1;42;S;27;440;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;7;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;1;2;2;2;2;2;1;1;805000;8;8;8;8;;8;402500;9;9;9;8;;9;439;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQTWHKOLTCDEHNHB00856446;2024;1;1;1;42;S;27;390;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;0;4;620000;7;7;7;7;;7;155000;4;5;4;4;;5;413;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOUXWHKLKMCDEHNHB00856447;2024;1;1;1;42;S;27;160;1;;4;2;;1;2;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;6;;4;ELECTRICIDAD;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;5;1;4;761000;8;8;8;8;;8;152200;4;4;4;4;;4;168;3;2;4;0;0;0;Extendido;MEDIO
TQRMNOVTXHKMKMCDEHNHB00856448;2024;1;1;1;42;S;27;619;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;7;1;6;230000;2;2;2;2;;2;32857,14;1;1;1;1;;1;627;1;2;3;0;0;0;Extendido;ALTO
TQRMNOQTTHKMKNCDEHNHB00856449;2024;1;1;1;42;S;27;250;1;;4;2;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;4;ELECTRICIDAD;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;2;0;2;193000;2;2;1;2;;1;96500;2;2;2;2;;3;270;2;0;98;0;0;0;Nuclear;BAJO
